BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3
true,210708,210708,210708,210708,true,156624,156624,156624,156624,true,156624,156624,156624,156624
true,272238,272238,272238,272238,true,253810,253810,253810,253810,true,253810,253810,253810,253810
true,262460,262460,262460,262460,true,171798,171798,171798,171798,true,164322,164322,164322,164322
true,243620,243620,243620,243620,true,184870,184870,184870,184870,true,184870,184870,184870,184870
true,50985,50985,50985,50985,true,45390,45390,45390,45390,true,45390,45390,45390,45390
true,170136,170136,170136,170136,true,97384,97384,97384,97384,true,76136,76136,76136,76136
true,337152,337152,337152,337152,true,263680,263680,263680,263680,true,263680,263680,263680,263680
true,176799,176799,176799,176799,true,113848,113848,113848,113848,true,91719,91719,91719,91719
true,110772,110772,110772,110772,true,94887,94887,94887,94887,true,94887,94887,94887,94887
true,466302,466302,466302,466302,true,266133,266133,266133,266133,true,247797,247797,247797,247797
true,240216,240216,240216,240216,true,240216,240216,240216,240216,true,240216,240216,240216,240216
true,134988,134988,134988,134988,true,88550,88550,88550,88550,true,88550,88550,88550,88550
true,125230,125230,125230,125230,true,125230,125230,125230,125230,true,125230,125230,125230,125230
true,262086,262086,262086,262086,true,154641,154641,154641,154641,true,128214,128214,128214,128214
true,188420,188420,188420,188420,true,145080,145080,145080,145080,true,145080,145080,145080,145080
true,480780,480780,480780,480780,true,418228,418228,439020,439020,true,418228,418228,418228,418228
true,356454,356454,356454,356454,true,247536,247536,247536,247536,true,247536,247536,247536,247536
true,57876,57876,57876,57876,true,45990,45990,45990,45990,true,45990,45990,45990,45990
true,199589,199589,199589,199589,true,199589,199589,199589,199589,true,199589,199589,199589,199589
true,307328,307328,307328,307328,true,178146,178146,178146,178146,true,178146,178146,178146,178146
true,43325,43325,43325,43325,true,37645,37645,37645,37645,true,37645,37645,37645,37645
true,82355,82355,82355,82355,true,78575,78575,78575,78575,true,78575,78575,78575,78575
true,364830,364830,364830,364830,true,364830,364830,364830,364830,true,364830,364830,364830,364830
true,60306,60306,60306,60306,true,60306,60306,60306,60306,true,60306,60306,60306,60306
true,101510,101510,101510,101510,true,101510,101510,101510,101510,true,101510,101510,101510,101510
true,192672,192672,192672,192672,true,105480,105480,105480,105480,true,105480,105480,105480,105480
true,234216,234216,234216,234216,true,178848,178848,178848,178848,true,178848,178848,178848,178848
true,93825,93825,93825,93825,true,78102,78102,78102,78102,true,78102,78102,78102,78102
true,387855,387855,387855,387855,true,217906,217906,217906,217906,true,217906,217906,217906,217906
true,350591,350591,350591,350591,true,229007,229007,229007,229007,true,229007,229007,229007,229007
true,48430,48430,48430,48430,true,31175,31175,31175,31175,true,31175,31175,31175,31175
true,210960,210960,210960,210960,true,117264,117264,117264,117264,true,117264,117264,117264,117264
true,267210,267210,267210,267210,true,233700,233700,233700,233700,true,233700,233700,233700,233700
true,621972,621972,621972,621972,true,411278,411278,423487,423487,true,332220,332220,332220,332220
true,224505,224505,224505,224505,true,208290,208290,208290,208290,true,208290,208290,208290,208290
true,139630,139630,139630,139630,true,116260,116260,116260,116260,true,116260,116260,116260,116260
true,187200,187200,187200,187200,true,144508,144508,144508,144508,true,144508,144508,144508,144508
true,116264,116264,116264,116264,true,95494,95494,95494,95494,true,95494,95494,95494,95494
true,365480,365480,365480,365480,true,243440,243440,256980,256980,true,206306,206306,206306,206306
true,258479,258479,258479,258479,true,224099,224099,224099,224099,true,224099,224099,224099,224099
true,107408,107408,107408,107408,true,60600,60600,60600,60600,true,60600,60600,60600,60600
true,167916,167916,167916,167916,true,102753,102753,102753,102753,true,79152,79152,79152,79152
true,92160,92160,92160,92160,true,51310,51310,51310,51310,true,51310,51310,51310,51310
true,261069,261069,261069,261069,true,188496,188496,188496,188496,true,188496,188496,188496,188496
true,394020,394020,394020,394020,true,299910,299910,299910,299910,true,299910,299910,299910,299910
true,79998,79998,79998,79998,true,46389,46389,46627,46627,true,46389,46389,46389,46389
true,175509,175509,175509,175509,true,112149,112149,126828,126828,true,84073,84073,84073,84073
true,134700,134700,134700,134700,true,134700,134700,134700,134700,true,134700,134700,134700,134700
true,352848,352848,352848,352848,true,263168,263168,291120,291120,true,239360,239360,239360,239360
true,342570,342570,342570,342570,true,219393,219393,219393,219393,true,219393,219393,219393,219393
true,136398,136398,136398,136398,true,136398,136398,136398,136398,true,136398,136398,136398,136398
true,154080,154080,154080,154080,true,113990,113990,113990,113990,true,113990,113990,113990,113990
true,54035,54035,54035,54035,true,54035,54035,54035,54035,true,54035,54035,54035,54035
true,478872,478872,478872,478872,true,267600,267600,267600,267600,true,267600,267600,267600,267600
true,110448,110448,110448,110448,true,73640,73640,73640,73640,true,73640,73640,73640,73640
true,411842,411842,411842,411842,true,248217,248217,248217,248217,true,189941,189941,189941,189941
true,622625,622625,622625,622625,true,437885,437885,472200,472200,true,374263,374263,374263,374263
true,136962,136962,136962,136962,true,89436,89436,89436,89436,true,89436,89436,89436,89436
true,128121,128121,128121,128121,true,68243,68243,68243,68243,true,68243,68243,68243,68243
true,281918,281918,281918,281918,true,238732,238732,238732,238732,true,238732,238732,238732,238732
true,131528,131528,131528,131528,true,112328,112328,112328,112328,true,107340,107340,107340,107340
true,232695,232695,232695,232695,true,232695,232695,232695,232695,true,232695,232695,232695,232695
true,186813,186813,186813,186813,true,117232,117232,117232,117232,true,117232,117232,117232,117232
true,326172,326172,326172,326172,true,324660,324660,324660,324660,true,324660,324660,324660,324660
true,237480,237480,237480,237480,true,185736,185736,185736,185736,true,185736,185736,185736,185736
true,167156,167156,167156,167156,true,122710,122710,124712,124712,true,122710,122710,122710,122710
true,119920,119920,119920,119920,true,115430,115430,115430,115430,true,115430,115430,115430,115430
true,838869,838869,838869,838869,true,492870,492870,492870,492870,true,407085,407085,407085,407085
true,382608,382608,382608,382608,true,248148,248148,248148,248148,true,164196,164196,164196,164196
true,201660,201660,201660,201660,true,166820,166820,166820,166820,true,166820,166820,166820,166820
true,162420,162420,162420,162420,true,98040,98040,123260,123260,true,98040,98040,98040,98040
true,225918,225918,225918,225918,true,183540,183540,183540,183540,true,183540,183540,183540,183540
true,243814,243814,243814,243814,true,198492,198492,198492,198492,true,198492,198492,198492,198492
true,410895,410895,410895,410895,true,235359,235359,235359,235359,true,235359,235359,235359,235359
true,178640,178640,178640,178640,true,119970,119970,119970,119970,true,119970,119970,119970,119970
true,202657,202657,202657,202657,true,119476,119476,119476,119476,true,119476,119476,119476,119476
true,274176,274176,274176,274176,true,232211,232211,246687,246687,true,228619,228619,228619,228619
true,113724,113724,113724,113724,true,63126,63126,63126,63126,true,63126,63126,63126,63126
true,224586,224586,224586,224586,true,141948,141948,141948,141948,true,141948,141948,141948,141948
true,80910,80910,80910,80910,true,54732,54732,54732,54732,true,54732,54732,54732,54732
true,78312,78312,78312,78312,true,70620,70620,70620,70620,true,70620,70620,70620,70620
true,126012,126012,126012,126012,true,108114,108114,108114,108114,true,108114,108114,108114,108114
true,236000,236000,236000,236000,true,170070,170070,170790,170790,true,163946,163946,163946,163946
true,699811,699811,699811,699811,true,536942,536942,536942,536942,true,536942,536942,536942,536942
true,198820,198820,198820,198820,true,141950,141950,141950,141950,true,141950,141950,141950,141950
true,86905,86905,86905,86905,true,77335,77335,77335,77335,true,77335,77335,77335,77335
true,305784,305784,305784,305784,true,203922,203922,203922,203922,true,203922,203922,203922,203922
true,174350,174350,174350,174350,true,174350,174350,174350,174350,true,174350,174350,174350,174350
true,400330,400330,400330,400330,true,274302,274302,274302,274302,true,172224,172224,172224,172224
true,188500,188500,188500,188500,true,160810,160810,160810,160810,true,160810,160810,160810,160810
true,263158,263158,263158,263158,true,188412,188412,188412,188412,true,188412,188412,188412,188412
true,263562,263562,263562,263562,true,161811,161811,161915,161915,true,126405,126405,126405,126405
true,388995,388995,388995,388995,true,276832,276832,276832,276832,true,276832,276832,276832,276832
true,149571,149571,149571,149571,true,149571,149571,149571,149571,true,149571,149571,149571,149571
true,335711,335711,335711,335711,true,255788,255788,255788,255788,true,203796,203796,203796,203796
true,707363,707363,707363,707363,true,519582,519582,519582,519582,true,519582,519582,519582,519582
true,109900,109900,109900,109900,true,72550,72550,72550,72550,true,72550,72550,72550,72550
true,62870,62870,62870,62870,true,33330,33330,33330,33330,true,33330,33330,33330,33330
true,159800,159800,159800,159800,true,95102,95102,111448,111448,true,78960,78960,78960,78960
true,182864,182864,182864,182864,true,182864,182864,182864,182864,true,182864,182864,182864,182864
true,343757,343757,343757,343757,true,195021,195021,199257,199257,true,188176,188176,188176,188176
true,81888,81888,81888,81888,true,53032,53032,53032,53032,true,44130,44130,44130,44130
true,146496,146496,146496,146496,true,145537,145537,145537,145537,true,145537,145537,145537,145537
true,319698,319698,319698,319698,true,206900,206900,206900,206900,true,206900,206900,206900,206900
true,179322,179322,179322,179322,true,179322,179322,179322,179322,true,179322,179322,179322,179322
true,96593,96593,96593,96593,true,56266,56266,66381,66381,true,56266,56266,56266,56266
true,73935,73935,73935,73935,true,50376,50376,50376,50376,true,44072,44072,44072,44072
true,665116,665116,665116,665116,true,464184,464184,466074,466074,true,445038,445038,445038,445038
true,94930,94930,94930,94930,true,67660,67660,67660,67660,true,52745,52745,52745,52745
true,104232,104232,104232,104232,true,99520,99520,99520,99520,true,99520,99520,99520,99520
true,66885,66885,66885,66885,true,53350,53350,59450,59450,true,53350,53350,53350,53350
true,97110,97110,97110,97110,true,75815,75815,75815,75815,true,75815,75815,75815,75815
true,447702,447702,447702,447702,true,290857,290857,290857,290857,true,290857,290857,290857,290857
true,82890,82890,82890,82890,true,79560,79560,79560,79560,true,79560,79560,79560,79560
true,143874,143874,143874,143874,true,106443,106443,106443,106443,true,106443,106443,106443,106443
true,216675,216675,216675,216675,true,149499,149499,149499,149499,true,149499,149499,149499,149499
true,425542,425542,425542,425542,true,276978,276978,276978,276978,true,276978,276978,276978,276978
true,349664,349664,349664,349664,true,214200,214200,214200,214200,true,142646,142646,142646,142646
true,71864,71864,71864,71864,true,71864,71864,71864,71864,true,71864,71864,71864,71864
true,433422,433422,433422,433422,true,253616,253616,253616,253616,true,203676,203676,203676,203676
true,177489,177489,177489,177489,true,158544,158544,158544,158544,true,158544,158544,158544,158544
true,399432,399432,399432,399432,true,266424,266424,266424,266424,true,208336,208336,208336,208336
true,288540,288540,288540,288540,true,195734,195734,216244,216244,true,187320,187320,187320,187320
true,115350,115350,115350,115350,true,115350,115350,115350,115350,true,115350,115350,115350,115350
true,129010,129010,129010,129010,true,97150,97150,97150,97150,true,95234,95234,95234,95234
true,75115,75115,75115,75115,true,46490,46490,46490,46490,true,46490,46490,46490,46490
true,328440,328440,328440,328440,true,216180,216180,216180,216180,true,216180,216180,216180,216180
true,251792,251792,251792,251792,true,251792,251792,251792,251792,true,251792,251792,251792,251792
true,296495,296495,296495,296495,true,244321,244321,244321,244321,true,244321,244321,244321,244321
true,124206,124206,124206,124206,true,112896,112896,112896,112896,true,112896,112896,112896,112896
true,318903,318903,318903,318903,true,255750,255750,255750,255750,true,255750,255750,255750,255750
true,154451,154451,154451,154451,true,93975,93975,93975,93975,true,93975,93975,93975,93975
true,391995,391995,391995,391995,true,251505,251505,251505,251505,true,171795,171795,171795,171795
true,292140,292140,292140,292140,true,221226,221226,221226,221226,true,197024,197024,197024,197024
true,329365,329365,329365,329365,true,242820,242820,242820,242820,true,242820,242820,242820,242820
true,140706,140706,140706,140706,true,87444,87444,87444,87444,true,55470,55470,55470,55470
true,132264,132264,132264,132264,true,85760,85760,85760,85760,true,85760,85760,85760,85760
true,557154,557154,557154,557154,true,386542,386542,386542,386542,true,386542,386542,386542,386542
true,204360,204360,204360,204360,true,112044,112044,112044,112044,true,112044,112044,112044,112044
true,83988,83988,83988,83988,true,83988,83988,83988,83988,true,83988,83988,83988,83988
true,123474,123474,123474,123474,true,123474,123474,123474,123474,true,123474,123474,123474,123474
