BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1
true,20730,20730,20730,20730
true,49617,49617,49617,49617
true,32700,32700,32700,32700
true,50085,50085,50085,50085
true,78048,78048,78048,78048
true,96096,96096,96096,96096
true,267274,267274,267274,267274
true,41190,41190,41190,41190
true,153055,153055,153055,153055
true,18848,18848,18848,18848
true,93350,93350,93350,93350
true,94780,94780,94780,94780
true,31990,31990,31990,31990
true,132150,132150,132150,132150
true,93933,93933,93933,93933
true,151249,151249,151249,151249
true,346494,346494,346494,346494
true,53568,53568,53568,53568
true,168912,168912,168912,168912
true,123900,123900,123900,123900
true,316536,316536,316536,316536
true,75948,75948,75948,75948
true,50028,50028,50028,50028
true,51590,51590,51590,51590
true,33500,33500,33500,33500
true,292562,292562,292562,292562
true,301644,301644,301644,301644
true,44009,44009,44009,44009
true,30420,30420,30420,30420
true,63544,63544,63544,63544
true,73368,73368,73368,73368
true,90981,90981,90981,90981
true,71630,71630,71630,71630
true,107692,107692,107692,107692
true,59676,59676,59676,59676
true,52640,52640,52640,52640
true,246260,246260,246260,246260
true,236304,236304,236304,236304
true,84624,84624,84624,84624
true,57060,57060,57060,57060
true,17130,17130,17130,17130
true,39840,39840,39840,39840
true,8445,8445,8445,8445
true,80880,80880,80880,80880
true,49206,49206,49206,49206
true,9712,9712,9712,9712
true,48816,48816,48816,48816
true,33156,33156,33156,33156
true,23750,23750,23750,23750
true,30830,30830,30830,30830
true,168860,168860,168860,168860
true,119994,119994,119994,119994
true,107712,107712,107712,107712
true,159040,159040,159040,159040
true,92682,92682,92682,92682
true,122712,122712,122712,122712
true,181847,181847,181847,181847
true,39357,39357,39357,39357
true,315860,315860,315860,315860
true,119187,119187,119187,119187
true,105006,105006,105006,105006
true,65424,65424,65424,65424
true,159358,159358,159358,159358
true,213813,213813,213813,213813
true,103702,103702,103702,103702
true,82380,82380,82380,82380
true,34320,34320,34320,34320
true,8040,8040,8040,8040
true,59176,59176,59176,59176
true,38576,38576,38576,38576
true,318604,318604,318604,318604
true,54696,54696,54696,54696
true,199773,199773,199773,199773
true,87984,87984,87984,87984
true,100260,100260,100260,100260
true,239131,239131,239131,239131
true,12060,12060,12060,12060
true,185725,185725,185725,185725
true,82290,82290,82290,82290
true,278124,278124,278124,278124
true,191730,191730,191730,191730
true,43345,43345,43345,43345
true,127488,127488,127488,127488
true,184240,184240,184240,184240
true,48303,48303,48303,48303
true,33912,33912,33912,33912
true,111524,111524,111524,111524
true,95914,95914,95914,95914
true,51114,51114,51114,51114
true,123588,123588,123588,123588
true,97211,97211,97211,97211
true,12972,12972,12972,12972
true,196553,196553,196553,196553
true,117194,117194,117194,117194
true,78472,78472,78472,78472
true,173322,173322,173322,173322
true,29469,29469,29469,29469
true,116464,116464,116464,116464
true,161634,161634,161634,161634
true,76800,76800,76800,76800
true,104805,104805,104805,104805
true,11432,11432,11432,11432
true,150192,150192,150192,150192
true,167652,167652,167652,167652
true,110415,110415,110415,110415
true,258672,258672,258672,258672
true,127387,127387,127387,127387
true,20046,20046,20046,20046
true,39032,39032,39032,39032
true,73296,73296,73296,73296
true,52552,52552,52552,52552
true,28986,28986,28986,28986
true,40029,40029,40029,40029
true,58032,58032,58032,58032
true,23902,23902,23902,23902
true,35995,35995,35995,35995
true,72523,72523,72523,72523
true,79800,79800,79800,79800
true,166706,166706,166706,166706
true,142425,142425,142425,142425
true,94500,94500,94500,94500
true,34056,34056,34056,34056
true,158688,158688,158688,158688
true,11682,11682,11682,11682
true,97036,97036,97036,97036
true,34812,34812,34812,34812
true,92470,92470,92470,92470
true,60578,60578,60578,60578
true,94400,94400,94400,94400
true,38862,38862,38862,38862
true,140346,140346,140346,140346
true,29172,29172,29172,29172
true,53935,53935,53935,53935
true,121742,121742,121742,121742
true,44016,44016,44016,44016
true,164704,164704,164704,164704
true,54606,54606,54606,54606
true,82980,82980,82980,82980
true,61776,61776,61776,61776
true,213867,213867,213867,213867
true,272600,272600,272600,272600
true,43146,43146,43146,43146
true,45709,45709,45709,45709
true,57141,57141,57141,57141
true,108080,108080,108080,108080
true,51918,51918,51918,51918
true,10451,10451,10451,10451
true,314374,314374,314374,314374
true,188020,188020,188020,188020
true,250260,250260,250260,250260
true,207394,207394,207394,207394
true,65240,65240,65240,65240
true,49676,49676,49676,49676
true,12924,12924,12924,12924
true,66276,66276,66276,66276
true,88560,88560,88560,88560
true,65268,65268,65268,65268
true,48468,48468,48468,48468
true,86496,86496,86496,86496
true,79849,79849,79849,79849
true,25832,25832,25832,25832
true,40416,40416,40416,40416
true,36379,36379,36379,36379
true,59943,59943,59943,59943
true,340056,340056,340056,340056
true,247674,247674,247674,247674
true,109395,109395,109395,109395
true,89590,89590,89590,89590
true,197317,197317,197317,197317
true,53780,53780,53780,53780
true,13117,13117,13117,13117
true,35351,35351,35351,35351
true,175266,175266,175266,175266
true,165594,165594,165594,165594
true,113265,113265,113265,113265
true,49770,49770,49770,49770
true,253383,253383,253383,253383
true,31390,31390,31390,31390
true,178204,178204,178204,178204
true,124241,124241,124241,124241
true,106176,106176,106176,106176
true,38962,38962,38962,38962
true,329315,329315,329315,329315
true,95660,95660,95660,95660
true,48888,48888,48888,48888
true,155890,155890,155890,155890
true,77503,77503,77503,77503
true,64224,64224,64224,64224
true,44066,44066,44066,44066
true,112704,112704,112704,112704
true,39904,39904,39904,39904
true,113088,113088,113088,113088
true,76070,76070,76070,76070
true,268308,268308,268308,268308
true,36100,36100,36100,36100
true,49192,49192,49192,49192
true,118560,118560,118560,118560
true,52580,52580,52580,52580
true,90925,90925,90925,90925
true,127670,127670,127670,127670
true,315904,315904,315904,315904
true,6250,6250,6250,6250
true,188760,188760,188760,188760
true,37583,37583,37583,37583
true,48831,48831,48831,48831
true,65688,65688,65688,65688
true,133518,133518,133518,133518
true,140847,140847,140847,140847
true,154374,154374,154374,154374
true,124720,124720,124720,124720
true,51064,51064,51064,51064
true,37674,37674,37674,37674
true,27993,27993,27993,27993
true,45768,45768,45768,45768
true,354492,354492,354492,354492
true,59388,59388,59388,59388
true,81408,81408,81408,81408
true,248100,248100,248100,248100
true,42785,42785,42785,42785
true,20575,20575,20575,20575
true,217025,217025,217025,217025
true,394789,394789,394789,394789
true,42592,42592,42592,42592
true,40780,40780,40780,40780
true,137358,137358,137358,137358
true,95172,95172,95172,95172
true,92750,92750,92750,92750
true,88689,88689,88689,88689
true,44327,44327,44327,44327
true,161010,161010,161010,161010
true,53816,53816,53816,53816
true,170170,170170,170170,170170
true,56512,56512,56512,56512
true,143939,143939,143939,143939
true,30184,30184,30184,30184
true,67140,67140,67140,67140
true,26995,26995,26995,26995
true,131261,131261,131261,131261
true,43220,43220,43220,43220
true,40302,40302,40302,40302
true,28288,28288,28288,28288
true,74610,74610,74610,74610
true,70756,70756,70756,70756
true,137218,137218,137218,137218
true,41315,41315,41315,41315
true,21721,21721,21721,21721
true,114036,114036,114036,114036
true,258768,258768,258768,258768
true,44837,44837,44837,44837
true,159324,159324,159324,159324
true,182940,182940,182940,182940
true,141696,141696,141696,141696
true,29220,29220,29220,29220
true,105024,105024,105024,105024
true,50295,50295,50295,50295
true,103110,103110,103110,103110
true,55596,55596,55596,55596
true,280024,280024,280024,280024
true,175692,175692,175692,175692
true,325314,325314,325314,325314
true,252608,252608,252608,252608
true,18180,18180,18180,18180
true,70730,70730,70730,70730
true,73116,73116,73116,73116
true,58548,58548,58548,58548
true,263805,263805,263805,263805
true,50540,50540,50540,50540
true,60708,60708,60708,60708
true,92600,92600,92600,92600
true,31612,31612,31612,31612
true,23508,23508,23508,23508
true,36927,36927,36927,36927
true,32615,32615,32615,32615
true,155856,155856,155856,155856
true,161634,161634,161634,161634
true,71604,71604,71604,71604
true,27006,27006,27006,27006
true,20898,20898,20898,20898
true,24157,24157,24157,24157
true,59808,59808,59808,59808
true,69979,69979,69979,69979
true,215732,215732,215732,215732
true,252324,252324,252324,252324
true,142137,142137,142137,142137
true,148082,148082,148082,148082
true,174282,174282,174282,174282
true,16925,16925,16925,16925
true,311105,311105,311105,311105
true,55426,55426,55426,55426
true,106524,106524,106524,106524
true,57900,57900,57900,57900
true,70170,70170,70170,70170
true,51086,51086,51086,51086
true,49712,49712,49712,49712
true,131514,131514,131514,131514
true,130830,130830,130830,130830
true,190828,190828,190828,190828
true,106176,106176,106176,106176
true,73300,73300,73300,73300
true,114576,114576,114576,114576
true,132776,132776,132776,132776
true,37242,37242,37242,37242
true,8728,8728,8728,8728
true,86515,86515,86515,86515
true,67840,67840,67840,67840
true,256932,256932,256932,256932
true,145483,145483,145483,145483
true,77960,77960,77960,77960
true,30723,30723,30723,30723
true,63792,63792,63792,63792
true,139004,139004,139004,139004
true,16260,16260,16260,16260
true,78568,78568,78568,78568
true,29260,29260,29260,29260
true,60231,60231,60231,60231
true,38234,38234,38234,38234
true,54774,54774,54774,54774
true,87948,87948,87948,87948
true,333120,333120,333120,333120
true,32325,32325,32325,32325
true,49428,49428,49428,49428
true,73152,73152,73152,73152
true,97121,97121,97121,97121
true,74466,74466,74466,74466
true,56896,56896,56896,56896
true,93496,93496,93496,93496
true,183932,183932,183932,183932
true,12980,12980,12980,12980
true,191400,191400,191400,191400
true,38400,38400,38400,38400
true,47142,47142,47142,47142
true,50661,50661,50661,50661
true,92473,92473,92473,92473
true,178600,178600,178600,178600
true,50316,50316,50316,50316
true,189315,189315,189315,189315
true,57800,57800,57800,57800
true,105567,105567,105567,105567
true,15056,15056,15056,15056
true,170456,170456,170456,170456
true,58016,58016,58016,58016
true,110256,110256,110256,110256
true,255948,255948,255948,255948
true,97309,97309,97309,97309
true,10044,10044,10044,10044
true,53039,53039,53039,53039
true,64353,64353,64353,64353
true,187968,187968,187968,187968
true,15216,15216,15216,15216
true,159825,159825,159825,159825
true,404756,404756,404756,404756
true,98566,98566,98566,98566
true,309715,309715,309715,309715
true,43055,43055,43055,43055
true,73856,73856,73856,73856
true,139950,139950,139950,139950
true,248900,248900,248900,248900
true,200590,200590,200590,200590
true,228120,228120,228120,228120
true,144288,144288,144288,144288
true,77440,77440,77440,77440
true,45396,45396,45396,45396
true,33522,33522,33522,33522
true,24768,24768,24768,24768
true,39156,39156,39156,39156
true,66269,66269,66269,66269
true,88144,88144,88144,88144
true,190210,190210,190210,190210
true,156618,156618,156618,156618
true,129045,129045,129045,129045
true,72720,72720,72720,72720
true,154140,154140,154140,154140
true,110880,110880,110880,110880
true,168448,168448,168448,168448
true,17592,17592,17592,17592
true,146524,146524,146524,146524
true,246246,246246,246246,246246
true,123156,123156,123156,123156
true,25746,25746,25746,25746
true,37700,37700,37700,37700
true,28350,28350,28350,28350
true,106160,106160,106160,106160
true,31476,31476,31476,31476
true,27396,27396,27396,27396
true,160293,160293,160293,160293
true,103698,103698,103698,103698
true,71196,71196,71196,71196
true,202806,202806,202806,202806
true,166779,166779,166779,166779
true,44495,44495,44495,44495
true,171036,171036,171036,171036
true,48520,48520,48520,48520
true,99850,99850,99850,99850
true,18315,18315,18315,18315
true,97011,97011,97011,97011
true,115999,115999,115999,115999
true,10650,10650,10650,10650
true,226455,226455,226455,226455
true,201474,201474,201474,201474
true,53568,53568,53568,53568
true,70820,70820,70820,70820
true,137654,137654,137654,137654
true,130425,130425,130425,130425
true,355212,355212,355212,355212
true,161786,161786,161786,161786
true,14826,14826,14826,14826
true,58179,58179,58179,58179
true,43956,43956,43956,43956
true,113260,113260,113260,113260
true,58867,58867,58867,58867
true,253925,253925,253925,253925
true,23310,23310,23310,23310
true,27190,27190,27190,27190
true,8184,8184,8184,8184
true,107712,107712,107712,107712
true,440818,440818,440818,440818
true,379782,379782,379782,379782
true,55301,55301,55301,55301
true,68992,68992,68992,68992
true,20075,20075,20075,20075
true,101787,101787,101787,101787
true,58014,58014,58014,58014
true,33645,33645,33645,33645
true,105912,105912,105912,105912
true,74392,74392,74392,74392
true,199886,199886,199886,199886
true,76375,76375,76375,76375
true,97416,97416,97416,97416
true,50985,50985,50985,50985
true,48573,48573,48573,48573
true,42891,42891,42891,42891
true,131784,131784,131784,131784
true,101392,101392,101392,101392
true,22429,22429,22429,22429
true,267984,267984,267984,267984
true,93490,93490,93490,93490
true,180232,180232,180232,180232
true,91756,91756,91756,91756
true,108624,108624,108624,108624
true,82130,82130,82130,82130
true,66528,66528,66528,66528
true,138525,138525,138525,138525
true,56511,56511,56511,56511
true,91125,91125,91125,91125
true,17460,17460,17460,17460
true,75670,75670,75670,75670
true,97696,97696,97696,97696
true,155589,155589,155589,155589
true,36384,36384,36384,36384
true,44385,44385,44385,44385
true,67826,67826,67826,67826
true,47733,47733,47733,47733
true,371296,371296,371296,371296
true,308560,308560,308560,308560
true,81396,81396,81396,81396
true,64050,64050,64050,64050
true,83079,83079,83079,83079
true,30597,30597,30597,30597
true,115206,115206,115206,115206
true,169407,169407,169407,169407
true,25428,25428,25428,25428
true,15000,15000,15000,15000
true,143310,143310,143310,143310
true,234850,234850,234850,234850
true,153600,153600,153600,153600
true,111020,111020,111020,111020
true,143769,143769,143769,143769
true,20916,20916,20916,20916
true,108207,108207,108207,108207
true,52632,52632,52632,52632
true,7343,7343,7343,7343
true,153234,153234,153234,153234
true,16704,16704,16704,16704
true,159321,159321,159321,159321
true,26752,26752,26752,26752
true,38200,38200,38200,38200
