BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4,BnB_BnB/5/finished,BnB_BnB/5,BnB_List/5,DP/5,DP_BnB/5,BnB_BnB/6/finished,BnB_BnB/6,BnB_List/6,DP/6,DP_BnB/6
true,173050,173050,173050,173050,true,173050,173050,173050,173050,true,173050,173050,173050,173050,true,173050,173050,173050,173050,true,173050,173050,173050,173050,true,173050,173050,173050,173050
true,237650,237650,237650,237650,true,140910,140910,152447,152447,true,126565,126565,131479,131479,true,126565,126565,126565,126565,true,126565,126565,126565,126565,true,126565,126565,126565,126565
true,763800,763800,763800,763800,true,429639,429639,500232,500232,true,349524,364528,388437,388437,true,338295,338295,368445,368445,true,338295,338295,338295,338295,true,338295,338295,338295,338295
true,642586,642586,642586,642586,true,379484,383124,411698,411698,true,282366,282366,282366,282366,true,246366,255890,271108,271108,true,246366,246366,246366,246366,true,246366,246366,246366,246366
true,215040,215040,215040,215040,true,203850,203850,203850,203850,true,196650,196650,196650,196650,true,196650,196650,196650,196650,true,196650,196650,196650,196650,true,196650,196650,196650,196650
true,539291,539291,539291,539291,true,358442,358442,418387,418387,true,313698,313698,352886,352886,true,313698,313698,313698,313698,true,313698,313698,313698,313698,true,313698,313698,313698,313698
true,212884,212884,212884,212884,true,194306,194306,194306,194306,true,180985,180985,180985,180985,true,180985,180985,180985,180985,true,180985,180985,180985,180985,true,180985,180985,180985,180985
true,184930,184930,184930,184930,true,104805,104805,136530,136530,true,98560,98560,98900,98900,true,98560,98560,98560,98560,true,98560,98560,98560,98560,true,98560,98560,98560,98560
true,370539,370539,370539,370539,true,272943,274446,304965,304965,true,236862,236862,257076,257076,true,195500,195500,215714,215714,true,195500,195500,195500,195500,true,195500,195500,195500,195500
true,240444,240444,240444,240444,true,126654,126654,126654,126654,true,126654,126654,126654,126654,true,126654,126654,126654,126654,true,126654,126654,126654,126654,true,126654,126654,126654,126654
true,678852,678852,678852,678852,true,417978,417978,417978,417978,true,349228,369990,369990,369990,true,337332,337332,339916,339916,true,304164,304164,304164,304164,true,304164,304164,304164,304164
true,189830,189830,189830,189830,true,138288,138288,148140,148140,true,126257,126257,126257,126257,true,126257,126257,126257,126257,true,126257,126257,126257,126257,true,126257,126257,126257,126257
true,281442,281442,281442,281442,true,211416,211416,211416,211416,true,163826,163826,163826,163826,true,163826,163826,163826,163826,true,163826,163826,163826,163826,true,163826,163826,163826,163826
true,286404,286404,286404,286404,true,182502,182502,182502,182502,true,157632,157632,157632,157632,true,157632,157632,157632,157632,true,157632,157632,157632,157632,true,157632,157632,157632,157632
true,613120,613120,613120,613120,true,350433,359120,381632,381632,true,291354,291354,318368,318368,true,291354,291354,291354,291354,true,291354,291354,291354,291354,true,291354,291354,291354,291354
true,316446,316446,316446,316446,true,169767,169767,195015,195015,true,146198,146198,146198,146198,true,128151,128151,128151,128151,true,128151,128151,128151,128151,true,128151,128151,128151,128151
true,512025,512025,512025,512025,true,295050,295050,295050,295050,true,239490,239490,268809,268809,true,185478,185478,185478,185478,true,184520,184520,184520,184520,true,184520,184520,184520,184520
true,381540,381540,381540,381540,true,279872,279872,288720,288720,true,241060,243312,243312,243312,true,201552,201552,201552,201552,true,201552,201552,201552,201552,true,201552,201552,201552,201552
true,177150,177150,177150,177150,true,99438,99438,99438,99438,true,79216,79216,79216,79216,true,79216,79216,79216,79216,true,79216,79216,79216,79216,true,79216,79216,79216,79216
true,459214,459214,459214,459214,true,274952,284970,313852,313852,true,228298,254800,254800,254800,true,196210,196210,196210,196210,true,196210,196210,196210,196210,true,196210,196210,196210,196210
true,464058,464058,464058,464058,true,287522,296322,329742,329742,true,206570,206570,206570,206570,true,206570,206570,206570,206570,true,206570,206570,206570,206570,true,206570,206570,206570,206570
true,183424,183424,183424,183424,true,110520,112220,139800,139800,true,92232,92232,103240,103240,true,92232,92232,92232,92232,true,92232,92232,92232,92232,true,92232,92232,92232,92232
true,326628,326628,326628,326628,true,177570,177570,183612,183612,true,135450,135450,135450,135450,true,115836,115836,129506,129506,true,115836,115836,115836,115836,true,115836,115836,115836,115836
true,793454,793454,793454,793454,true,467728,467728,467728,467728,true,432118,432118,432118,432118,true,427440,427440,427440,427440,true,427440,427440,427440,427440,true,427440,427440,427440,427440
true,146760,146760,146760,146760,true,90270,91632,92268,92268,true,72048,72048,72048,72048,true,72048,72048,72048,72048,true,72048,72048,72048,72048,true,72048,72048,72048,72048
true,199210,199210,199210,199210,true,148510,148510,148510,148510,true,148510,148510,148510,148510,true,148510,148510,148510,148510,true,148510,148510,148510,148510,true,148510,148510,148510,148510
true,404568,404568,404568,404568,true,301104,301104,301104,301104,true,301104,301104,301104,301104,true,301104,301104,301104,301104,true,301104,301104,301104,301104,true,301104,301104,301104,301104
true,179385,179385,179385,179385,true,108030,108030,125370,125370,true,93438,93438,93438,93438,true,93438,93438,93438,93438,true,93438,93438,93438,93438,true,93438,93438,93438,93438
true,579200,579200,579200,579200,true,313728,316560,337308,337308,true,238352,238352,272880,272880,true,199985,201317,201317,201317,true,199985,199985,199985,199985,true,199985,199985,199985,199985
true,160430,160430,160430,160430,true,129800,129800,139020,139020,true,129800,129800,129800,129800,true,129800,129800,129800,129800,true,129800,129800,129800,129800,true,129800,129800,129800,129800
true,173215,173215,173215,173215,true,91050,91050,100240,100240,true,68570,68570,73335,73335,true,61201,61201,66126,66126,true,61201,61201,61201,61201,true,61201,61201,61201,61201
true,213156,213156,213156,213156,true,117252,124816,133332,133332,true,97968,97968,97968,97968,true,97968,97968,97968,97968,true,97968,97968,97968,97968,true,97968,97968,97968,97968
true,630375,630375,630375,630375,true,384225,384225,410085,410085,true,321216,321216,332224,332224,true,318650,318650,321216,321216,true,318650,318650,318650,318650,true,318650,318650,318650,318650
true,243537,243537,243537,243537,true,125202,125202,125202,125202,true,125202,125202,125202,125202,true,125202,125202,125202,125202,true,125202,125202,125202,125202,true,125202,125202,125202,125202
true,335120,335120,335120,335120,true,180830,188128,208820,208820,true,137969,137969,137969,137969,true,137969,137969,137969,137969,true,137969,137969,137969,137969,true,137969,137969,137969,137969
true,501293,501293,501293,501293,true,310479,310479,310479,310479,true,254668,263491,301324,301324,true,228004,230552,229437,229437,true,228004,228004,228004,228004,true,228004,228004,228004,228004
true,385541,385541,385541,385541,true,200564,200564,200564,200564,true,161187,161187,189397,189397,true,156680,156680,156680,156680,true,156680,156680,156680,156680,true,156680,156680,156680,156680
true,507688,507688,507688,507688,true,364308,364308,372011,372011,true,291008,291008,291008,291008,true,291008,291008,291008,291008,true,291008,291008,291008,291008,true,291008,291008,291008,291008
true,152770,152770,152770,152770,true,150754,150754,150754,150754,true,150754,150754,150754,150754,true,150754,150754,150754,150754,true,150754,150754,150754,150754,true,150754,150754,150754,150754
true,358312,358312,358312,358312,true,254892,259805,297488,297488,true,226855,226855,253727,253727,true,226855,226855,226855,226855,true,226855,226855,226855,226855,true,226855,226855,226855,226855
true,177264,177264,177264,177264,true,141201,141201,143616,143616,true,141201,141201,141201,141201,true,141201,141201,141201,141201,true,141201,141201,141201,141201,true,141201,141201,141201,141201
true,394960,394960,394960,394960,true,209590,209590,209590,209590,true,209590,209590,209590,209590,true,209590,209590,209590,209590,true,209590,209590,209590,209590,true,209590,209590,209590,209590
true,225022,225022,225022,225022,true,149387,149387,149387,149387,true,149387,149387,149387,149387,true,149387,149387,149387,149387,true,149387,149387,149387,149387,true,149387,149387,149387,149387
true,215676,215676,215676,215676,true,116610,116610,116610,116610,true,102456,102456,104112,104112,true,91356,91356,91356,91356,true,85412,85412,85412,85412,true,85412,85412,85412,85412
true,350964,350964,350964,350964,true,235434,235434,281583,281583,true,196029,196029,227899,227899,true,182842,182842,193372,193372,true,182842,182842,182842,182842,true,182842,182842,182842,182842
true,546015,546015,546015,546015,true,338534,343152,352688,352688,true,303744,303744,303744,303744,true,303744,303744,303744,303744,true,303744,303744,303744,303744,true,303744,303744,303744,303744
true,407627,407627,407627,407627,true,234311,234311,234311,234311,true,176208,176208,180323,180323,true,169480,169480,169480,169480,true,169480,169480,169480,169480,true,169480,169480,169480,169480
true,234836,234836,234836,234836,true,130263,130263,130263,130263,true,113302,113302,113302,113302,true,113302,113302,113302,113302,true,113302,113302,113302,113302,true,113302,113302,113302,113302
true,562432,562432,562432,562432,true,331360,331360,331360,331360,true,331360,331360,331360,331360,true,331360,331360,331360,331360,true,331360,331360,331360,331360,true,331360,331360,331360,331360
true,255232,255232,255232,255232,true,159924,159924,159924,159924,true,148808,148808,152816,152816,true,148808,148808,148808,148808,true,148808,148808,148808,148808,true,148808,148808,148808,148808
true,398616,398616,398616,398616,true,204372,204852,230580,230580,true,153672,154229,174213,174213,true,126180,126180,126180,126180,true,126180,126180,126180,126180,true,126180,126180,126180,126180
true,245264,245264,245264,245264,true,160784,160784,162416,162416,true,134112,134112,134112,134112,true,129336,129336,129336,129336,true,129336,129336,129336,129336,true,129336,129336,129336,129336
true,436320,436320,436320,436320,true,328712,328712,331092,331092,true,296847,296847,296847,296847,true,296847,296847,296847,296847,true,296847,296847,296847,296847,true,296847,296847,296847,296847
true,385910,385910,385910,385910,true,233400,242130,242130,242130,true,192330,192330,192330,192330,true,192330,192330,192330,192330,true,192330,192330,192330,192330,true,192330,192330,192330,192330
true,227238,227238,227238,227238,true,171852,171852,184398,184398,true,167196,167196,173688,173688,true,167196,167196,167196,167196,true,167196,167196,167196,167196,true,167196,167196,167196,167196
true,397100,397100,397100,397100,true,263328,263328,263328,263328,true,257163,257163,257163,257163,true,257163,257163,257163,257163,true,257163,257163,257163,257163,true,257163,257163,257163,257163
true,311934,311934,311934,311934,true,220836,220836,220836,220836,true,220836,220836,220836,220836,true,220836,220836,220836,220836,true,220836,220836,220836,220836,true,220836,220836,220836,220836
true,295839,295839,295839,295839,true,155160,165261,193608,193608,true,114588,114588,114588,114588,true,114588,114588,114588,114588,true,114588,114588,114588,114588,true,114588,114588,114588,114588
true,326248,326248,326248,326248,true,189850,192544,197636,197636,true,162442,162442,177390,177390,true,162442,162442,162442,162442,true,162442,162442,162442,162442,true,162442,162442,162442,162442
true,421752,421752,421752,421752,true,254544,254544,309636,309636,true,206227,206227,206227,206227,true,206227,206227,206227,206227,true,206227,206227,206227,206227,true,206227,206227,206227,206227
true,223050,223050,223050,223050,true,155148,155148,155148,155148,true,155148,155148,155148,155148,true,155148,155148,155148,155148,true,155148,155148,155148,155148,true,155148,155148,155148,155148
true,658380,658380,658380,658380,true,417924,417924,492104,492104,true,338080,338080,338080,338080,true,338080,338080,338080,338080,true,338080,338080,338080,338080,true,338080,338080,338080,338080
true,699692,699692,699692,699692,true,368388,368388,390848,390848,true,293334,305072,368388,368388,true,293334,293334,293334,293334,true,293334,293334,293334,293334,true,293334,293334,293334,293334
true,1106846,1106846,1106846,1106846,true,630570,630570,658180,658180,true,500849,511385,562569,562569,true,400359,400359,420108,420108,true,383709,383709,383709,383709,true,383709,383709,383709,383709
true,88685,88685,88685,88685,true,80080,80080,80855,80855,true,80080,80080,80080,80080,true,80080,80080,80080,80080,true,80080,80080,80080,80080,true,80080,80080,80080,80080
true,866571,866571,866571,866571,true,554921,554921,601919,601919,true,449097,461103,497046,497046,true,380253,380253,445745,445745,true,380253,380253,380253,380253,true,380253,380253,380253,380253
true,883764,883764,883764,883764,true,525339,525339,593946,593946,true,392539,392539,393633,393633,true,335716,348106,369432,369432,true,332629,332629,355830,355830,true,332629,332629,332629,332629
true,246678,246678,246678,246678,true,127590,127638,164424,164424,true,95892,99984,103968,103968,true,88020,88020,88020,88020,true,88020,88020,88020,88020,true,88020,88020,88020,88020
